City_ID,City,Country,Lat,Lng,Date,Max Temp,Humidity,Cloudiness,Wind Speed
281,clyde river,CA,70.47,-68.59,1602860994,32,96,90,9.17
282,banda aceh,ID,5.56,95.32,1602861110,81.75,71,40,12.01
283,agadez,NE,19.75,10.25,1602861231,100.33,8,0,3.44
284,nizhniy kuranakh,RU,58.84,125.49,1602861231,29.62,96,100,14.54
285,fuerte olimpo,PY,-21.04,-57.87,1602861004,95.99,37,90,3.56
286,quatre cocos,MU,-20.21,57.76,1602861231,75.99,73,40,5.82
287,harsin,IR,34.27,47.59,1602861231,71.6,2,0,6.93
288,ola,RU,59.58,151.28,1602861232,31.1,88,0,2.37
289,cardston,CA,49.2,-113.3,1602860999,41,86,75,10.29
290,bouca,CF,6.51,18.27,1602861233,81.41,86,37,2.62
291,namibe,AO,-15.2,12.15,1602860954,78.8,69,40,13.87
292,roald,NO,62.58,6.13,1602861233,50,81,6,5.82
293,mahanoro,MG,-19.9,48.8,1602860959,74.7,83,2,6.55
294,tacuarembo,UY,-31.73,-55.98,1602861233,74.14,66,0,11.03
295,itanhem,BR,-17.17,-40.33,1602861233,80.44,68,92,8.99
296,villaviciosa,ES,43.48,-5.44,1602861233,61,62,27,7.63
297,mezen,RU,65.85,44.24,1602860971,33.6,97,100,7.87
298,collierville,US,35.04,-89.66,1602861234,57,66,5,5.82
299,portland,US,45.52,-122.68,1602861019,48.2,93,40,3.36
300,khammam,IN,17.25,80.15,1602861234,79.32,80,100,2.84
301,cockburn town,TC,21.46,-71.14,1602861234,83.44,79,2,15.82
302,poum,NC,-20.23,164.02,1602861005,72.95,79,60,6.26
303,arrifes,PT,37.77,-25.7,1602861234,71.6,73,40,9.17
304,ekuvukeni,ZA,-28.47,30.16,1602861234,72.45,45,14,11.99
305,itacoatiara,BR,-3.14,-58.44,1602860968,96.71,36,13,5.17
306,morondava,MG,-20.28,44.28,1602861235,78.98,72,19,13.09
307,otradnoye,RU,59.78,30.82,1602860947,41,65,75,6.71
308,amga,RU,60.9,131.96,1602861235,18.68,95,98,3.31
309,ghanzi,BW,-21.57,21.78,1602861235,92.57,13,24,15.97
310,sabang,ID,5.89,95.32,1602861025,83.12,76,34,19.51
311,yulara,AU,-25.24,130.99,1602861006,86,20,0,10.29
312,japura,ID,-0.32,102.35,1602861235,78.01,84,89,1.68
313,mareeba,AU,-17,145.43,1602861235,71.6,73,40,6.93
314,karratha,AU,-20.74,116.85,1602861236,71.8,68,0,16.64
315,nalut,LY,30.33,10.85,1602861236,92.39,11,52,14.9
316,panlaitan,PH,12.12,119.85,1602861236,81.52,79,99,12.75
317,abu zabad,SD,12.35,29.25,1602861236,97.05,19,36,3.6
318,port-gentil,GA,-0.72,8.78,1602861236,82.4,69,75,13.87
319,maxixe,MZ,-23.86,35.35,1602861236,82,65,0,11.41
320,maragogi,BR,-9.01,-35.22,1602861237,82.36,63,37,10.4
321,villa del rosario,CO,7.83,-72.47,1602860947,89.6,46,20,20.8
322,murray bridge,AU,-35.12,139.27,1602861002,55.99,95,99,9.24
323,huilong,CN,31.81,121.66,1602861237,60.01,93,93,6.98
324,itamaraca,BR,-7.75,-34.83,1602861237,82.4,69,40,9.17
325,chitral,PK,35.85,71.79,1602861237,63.9,27,0,1.61
326,kahramanmaras,TR,38,37,1602861237,78.8,50,20,18.34
327,belmonte,BR,-15.86,-38.88,1602861238,82.4,61,40,8.05
328,talnakh,RU,69.49,88.4,1602861238,23,92,40,8.95
329,jaca,ES,42.57,-0.55,1602861238,57.99,44,1,3.31
330,gilgit,PK,35.92,74.31,1602861238,67.03,24,0,1.57
331,saint-joseph,RE,-21.37,55.62,1602861238,75.2,78,49,10.29
332,meiktila,MM,20.87,95.87,1602860984,79.61,77,12,2.73
333,jumla,NP,29.27,82.18,1602861238,53.92,64,1,2.77
334,fasa,IR,28.94,53.65,1602861238,73.4,9,0,6.93
335,iqaluit,CA,63.75,-68.51,1602860999,33.8,98,90,8.05
336,betafo,MG,-19.83,46.85,1602861239,69.24,66,63,2.66
337,torbay,CA,47.67,-52.73,1602861239,57,100,90,2.24
338,xining,CN,36.62,101.77,1602860986,40.05,66,0,2.19
339,santa helena de goias,BR,-17.81,-50.6,1602861239,89.24,42,36,8.12
340,gopalpur,IN,19.27,84.92,1602861239,81.19,84,3,4.29
341,villazon,BO,-22.09,-65.59,1602861239,52.59,56,100,2.44
342,sorland,NO,67.67,12.69,1602861239,44.6,81,90,10.29
343,chulym,RU,55.1,80.96,1602861240,43.54,75,100,13.51
344,pec,XK,42.66,20.29,1602861240,60.8,63,40,11.41
345,inuvik,CA,68.35,-133.72,1602861240,21.2,79,90,11.41
346,burnie,AU,-41.07,145.92,1602861086,48.99,71,100,8.01
347,oistins,BB,13.07,-59.53,1602861240,87.8,70,40,18.34
348,asosa,ET,10.07,34.53,1602861240,66.97,92,97,3.27
349,caledon,ZA,-34.23,19.43,1602861240,82,55,0,3
350,paveh,IR,35.04,46.36,1602861241,51.8,46,6,1.81
351,sehithwa,BW,-20.47,22.72,1602861241,94.98,10,52,15.12
352,vao,NC,-22.67,167.48,1602861241,69.62,83,16,19.15
353,sarahan,IN,31.52,77.8,1602861241,54.48,39,0,4.32
354,seoul,KR,37.57,126.98,1602861179,50,87,40,2.82
355,noumea,NC,-22.28,166.46,1602861241,66.2,93,75,2.24
356,port hueneme,US,34.15,-119.2,1602861241,80.01,59,1,1.32
357,wonthaggi,AU,-38.6,145.59,1602861242,55,94,100,12.46
358,ust-kuyga,RU,70.02,135.6,1602861242,16.03,96,100,5.01
359,krasnoarmeysk,RU,51.02,45.7,1602861182,63,46,100,1.99
360,kaoma,ZM,-14.78,24.8,1602861242,89.19,23,0,9.55
361,belozerskoye,RU,55.82,65.58,1602861242,54.25,56,67,10.67
362,trujillo,PE,-8.12,-79.03,1602861003,60.8,87,90,8.05
363,fenyi,CN,27.81,114.67,1602861242,60.22,93,100,3.09
364,nosy varika,MG,-20.58,48.53,1602860959,74.77,83,22,6.53
365,sumbe,AO,-11.21,13.84,1602861243,80.6,83,75,6.93
366,kozhva,RU,65.11,57.05,1602861243,28.8,96,100,9.48
367,durban,ZA,-29.86,31.03,1602861150,70,73,75,5.82
368,rosetta,EG,31.4,30.42,1602861243,82.4,51,0,11.41
369,kuching,MY,1.55,110.33,1602861243,80.6,94,20,1.12
370,bauchi,NG,10.5,10,1602861243,92.57,31,42,9.93
371,faanui,PF,-16.48,-151.75,1602861244,78.28,80,51,7.83
372,ruwi,OM,23.6,58.55,1602861244,84.2,42,0,3.36
373,churapcha,RU,62,132.43,1602860972,14.04,94,84,6.06
374,cabedelo,BR,-6.98,-34.83,1602861244,86,55,40,11.41
375,sayat,TM,38.78,63.88,1602861244,68,28,0,6.93
376,hengelo,NL,52.27,6.79,1602861244,52,69,84,5.99
377,susa,TN,35.83,10.64,1602861244,75.99,40,17,3.36
378,porto walter,BR,-8.27,-72.74,1602861245,80.33,71,97,2.55
379,constitucion,CL,-35.33,-72.42,1602861245,59.38,73,2,10.96
380,lima,PE,-12.04,-77.03,1602861071,64.4,82,90,5.82
381,touros,BR,-5.2,-35.46,1602861245,86,55,40,13.87
382,camopi,GF,3.17,-52.32,1602861245,95.68,29,16,5.28
383,quixada,BR,-4.97,-39.02,1602861245,98.02,22,4,8.16
384,andenes,NO,69.31,16.12,1602860960,41,93,75,18.34
385,artigas,UY,-30.4,-56.47,1602861245,75,70,2,13.33
386,broken hill,AU,-31.95,141.43,1602861246,68,60,75,12.75
387,iquitos,PE,-3.75,-73.25,1602860985,77,88,75,5.82
388,gizo,SB,-8.1,156.84,1602861246,81.54,74,7,3.87
389,ahipara,NZ,-35.17,173.17,1602861246,49.1,84,6,2.15
390,tirano,IT,46.22,10.17,1602861246,57.99,60,75,13.87
391,san angelo,US,31.46,-100.44,1602861247,57,50,1,8.05
392,hasaki,JP,35.73,140.83,1602860983,59,87,75,11.41
393,san onofre,CO,9.74,-75.53,1602861082,85.78,72,16,5.39
394,jacareacanga,BR,-6.22,-57.75,1602861248,100.11,35,27,1.81
395,candelaria,PH,13.93,121.42,1602861248,75.99,96,36,1.01
396,nohar,IN,29.18,74.77,1602860998,83.16,15,67,5.44
397,gwadar,PK,25.12,62.33,1602861127,82.17,41,0,7.2
398,zaoyang,CN,32.13,112.75,1602861248,58.39,67,0,5.06
399,ylivieska,FI,64.08,24.55,1602861248,44.01,84,68,1.01
400,flinders,AU,-34.58,150.86,1602861248,57.99,85,83,3.49
401,kaz,RU,52.91,87.31,1602861249,37.53,90,6,3.91
402,alta floresta,BR,-9.88,-56.09,1602861249,100.81,25,19,4.27
403,arlit,NE,18.74,7.39,1602861249,103.75,8,0,0.43
404,ephrata,US,40.18,-76.18,1602861038,55,66,90,9.17
405,pangai,TO,-19.8,-174.35,1602861005,76.28,92,100,21.92
406,dhidhdhoo,MV,6.88,73.1,1602861106,82.53,75,55,17.34
407,ilulissat,GL,69.22,-51.1,1602861249,48.2,49,75,12.75
408,chifeng,CN,42.27,118.96,1602861250,44.55,53,0,9.24
409,venezuela,VE,8,-66,1602861250,87.64,62,100,13.91
410,ponta delgada,PT,37.73,-25.67,1602861250,71.6,73,40,9.17
411,toora-khem,RU,52.47,96.11,1602861251,31.32,97,39,2.19
412,paungde,MM,18.48,95.5,1602861251,78.13,89,100,2.06
413,mnogovershinnyy,RU,53.94,139.92,1602861251,29.21,93,75,11.45
414,sur,OM,22.57,59.53,1602860980,80.65,53,0,13.65
415,bud,US,39.45,-86.18,1602861251,48,56,1,2.06
416,nouadhibou,MR,20.93,-17.03,1602861251,91.4,41,0,9.17
417,tiznit,MA,29.58,-9.5,1602861251,67.6,47,0,10.25
418,sorong,ID,-0.88,131.25,1602861251,77.68,88,100,6.55
419,binzhou,CN,37.37,118.02,1602860987,52.32,41,0,2.55
420,winnemucca,US,40.97,-117.74,1602861252,26.6,45,1,4.7
421,sibolga,ID,1.74,98.78,1602861252,77.23,80,100,2.62
422,capreol,CA,46.71,-80.92,1602861252,39.99,80,20,4.7
423,christchurch,NZ,-43.53,172.63,1602861023,50,76,98,13.87
424,letlhakane,BW,-21.42,25.58,1602861252,91.63,15,3,16.33
425,prince rupert,CA,54.32,-130.32,1602861252,44.6,87,40,10.29
426,olovyannaya,RU,50.95,115.57,1602860976,36.64,79,6,21.43
427,northampton,US,40.88,-75.25,1602861253,54,92,73,4.09
428,providencia,MX,28.72,-111.58,1602861253,79,49,5,7.47
429,standerton,ZA,-26.93,29.24,1602861253,81,43,0,8.99
430,kushiro,JP,42.98,144.37,1602861216,46.71,68,100,1.7
431,inhambane,MZ,-23.86,35.38,1602861253,82,65,0,11.41
432,marawi,PH,8,124.29,1602861253,73.99,95,100,3
433,sylacauga,US,33.17,-86.25,1602861054,57.99,76,90,3.36
434,wesel,DE,51.67,6.62,1602861254,52,73,46,7.54
435,salaga,GH,8.55,-0.52,1602861254,91.54,54,61,0.92
436,mahajanga,MG,-15.72,46.32,1602861254,82.4,61,20,11.41
437,palana,RU,59.12,159.97,1602861254,32.83,95,99,17.31
438,qaqortoq,GL,60.72,-46.03,1602861254,55.4,30,75,12.75
439,plettenberg bay,ZA,-34.05,23.37,1602861254,70.2,68,0,16.71
440,tecoanapa,MX,16.52,-98.75,1602861254,83.82,68,45,4.23
441,saint-augustin,CA,51.23,-58.65,1602861255,54.7,72,100,17.07
442,tres lagoas,BR,-20.75,-51.68,1602861255,88.43,39,93,8.21
443,corciano,IT,43.13,12.29,1602861255,57.99,81,81,5.82
444,hambantota,LK,6.12,81.12,1602861255,80.6,88,100,3.36
445,tilichiki,RU,60.47,166.1,1602861255,33.78,89,69,5.59
446,cabanas,CU,22.98,-82.92,1602861256,84.2,74,20,3.36
447,aksu,CN,41.12,80.26,1602861256,55.87,36,0,6.53
448,kemise,ET,10.72,39.87,1602861256,72.81,49,99,1.57
449,acurenam,GQ,1.03,10.65,1602861256,74.68,89,95,5.12
450,kahului,US,20.89,-156.47,1602861256,75,73,1,3.36
451,mugur-aksy,RU,50.35,90.5,1602861257,22.05,90,0,6.42
452,bela,IN,25.93,81.98,1602861257,84.09,56,2,3.6
453,acapulco,MX,16.86,-99.89,1602861257,80.6,78,75,5.82
454,myshkin,RU,57.79,38.45,1602861257,39.04,75,94,7.31
455,boende,CD,-0.22,20.87,1602861257,84.6,67,83,1.99
456,coahuayana,MX,18.73,-103.68,1602861258,75.2,78,20,2.17
457,ternate,ID,0.8,127.4,1602861258,82.18,74,95,4.99
458,slave lake,CA,55.28,-114.77,1602860994,24.8,58,90,2.24
459,imeni zhelyabova,RU,58.95,36.6,1602861259,35.08,87,39,6.02
460,stillwater,US,36.12,-97.06,1602861259,59,28,1,5.82
461,deputatskiy,RU,69.3,139.9,1602861260,13.84,97,100,8.14
462,chernyatyn,UA,48.66,25.45,1602861260,55,93,90,4.47
463,alice springs,AU,-23.7,133.88,1602861260,75.2,31,0,5.82
464,ajdabiya,LY,30.76,20.23,1602861260,96.93,13,0,9.62
465,pacific grove,US,36.62,-121.92,1602861260,68,48,1,5.82
466,sept-iles,CA,50.2,-66.38,1602860962,46.99,93,90,4.7
467,leua,SK,48.22,18.61,1602861260,50,96,100,3
468,darya khan,PK,31.79,71.1,1602861260,80.62,16,0,5.57
469,manacapuru,BR,-3.3,-60.62,1602861081,86,70,20,2.24
470,urumqi,CN,43.8,87.6,1602861033,50,43,10,4.47
471,shanghai,CN,31.22,121.46,1602861181,60.01,87,100,6.71
472,malakal,SS,9.53,31.66,1602861261,87.12,55,66,2.55
473,gorontalo,ID,0.54,123.06,1602861031,75.81,88,43,2.71
474,nipawin,CA,53.37,-104,1602861261,23,62,90,10.29
475,cayenne,GF,4.93,-52.33,1602860969,89.6,52,10,6.93
476,umm kaddadah,SD,13.6,26.69,1602861262,97.79,9,0,9.24
477,liverpool,GB,53.41,-2.98,1602861262,55.4,66,75,6.93
478,klasterec nad ohri,CZ,50.38,13.17,1602861262,45,81,75,6.93
479,kincardine,GB,56.07,-3.72,1602861262,52,76,90,4.7
480,chantada,ES,42.61,-7.77,1602861262,64,62,80,5.01
481,fairview,US,40.81,-74,1602861262,60.01,87,90,3.36
482,zhanakorgan,KZ,43.91,67.25,1602861262,60.31,31,0,12.64
483,cacador,BR,-26.78,-51.02,1602861263,75.47,34,0,5.28
484,erzin,TR,36.96,36.2,1602861263,79,63,2,6.78
485,pechora,RU,65.15,57.22,1602861263,28.63,97,100,10.56
486,guatire,VE,10.48,-66.54,1602861263,86,70,20,5.82
487,liaqatabad,PK,31.56,74.3,1602861263,82.4,37,0,2.28
488,bocas del toro,PA,9.33,-82.25,1602861263,72,52,1,2.15
489,broome,US,42.25,-75.83,1602861263,48.99,93,90,6.93
490,lagos,NG,6.58,3.75,1602861126,85.15,69,75,8.86
491,coos bay,US,43.37,-124.22,1602861264,53.01,93,1,3.36
492,vila franca do campo,PT,37.72,-25.43,1602861264,71.6,73,40,9.17
493,yenagoa,NG,4.92,6.26,1602861264,79.99,85,100,8.95
494,maputo,MZ,-25.97,32.59,1602861264,79,65,40,16.11
495,usogorsk,RU,63.41,48.69,1602861265,33.44,90,99,9.31
496,makokou,GA,0.57,12.86,1602861265,78.84,89,71,2.93
497,champua,IN,22.08,85.67,1602861265,76.33,88,3,3.91
498,paratebueno,CO,4.38,-73.22,1602861265,86.79,63,97,0.74
499,minamiashigara,JP,35.32,139.1,1602861265,62.01,51,100,5.44
500,jalu,LY,29.03,21.55,1602860991,96.33,14,0,6.33
501,sao raimundo nonato,BR,-9.02,-42.7,1602861265,97,24,23,8.88
502,svetlaya,RU,46.54,138.33,1602861266,37.33,74,0,5.99
503,parnamirim,BR,-5.92,-35.26,1602861266,86,55,40,13.87
504,jijiga,ET,9.35,42.8,1602861266,75.2,34,92,10.18
505,santa fe,AR,-31.63,-60.7,1602861266,82.99,41,0,8.01
506,stornoway,GB,58.21,-6.39,1602861266,51.8,71,40,5.82
507,ballina,AU,-28.87,153.57,1602861266,60.8,93,0,3.83
508,margate,GB,51.38,1.39,1602861266,55,62,82,1.01
509,vanimo,PG,-2.67,141.3,1602861267,75.76,88,100,6.31
510,kokopo,PG,-4.35,152.26,1602861268,77.09,85,73,3.51
511,bilibino,RU,68.05,166.44,1602861268,23.38,95,38,1.74
512,little rock,US,34.75,-92.29,1602861259,55.99,46,1,9.17
513,aykhal,RU,66,111.5,1602861268,12.2,85,0,8.95
514,jingdezhen,CN,29.29,117.21,1602860989,58.26,94,100,3.22
515,college,US,64.86,-147.8,1602860994,8.01,84,20,3.36
516,mount isa,AU,-20.73,139.5,1602861268,71.6,35,0,9.1
517,dingle,PH,11,122.67,1602861268,76.96,89,99,2.24
518,formosa,AR,-26.18,-58.18,1602861004,84.2,58,20,4.7
519,thunder bay,CA,48.4,-89.32,1602861269,35.01,75,40,5.82
520,verkhoyansk,RU,67.54,133.38,1602861269,9.46,91,100,4.36
521,george,ZA,-33.96,22.46,1602861269,68,77,0,12.75
522,dudinka,RU,69.41,86.18,1602861269,23,92,40,8.95
523,labuhan,ID,-6.88,112.21,1602861269,79.74,75,37,10.56
524,saint-pierre,RE,-21.34,55.48,1602861269,75.2,78,49,10.29
525,kabalo,CD,-6.05,26.92,1602861269,87.31,57,35,2.21
526,north platte,US,41.12,-100.77,1602861270,42.01,80,90,3.36
527,geraldton,AU,-28.77,114.6,1602861270,64.4,77,1,17.22
528,kadoma,JP,34.73,135.58,1602861219,63,69,100,8.59
529,bestobe,KZ,52.5,73.1,1602861270,53.82,42,98,14.88
530,somerset west,ZA,-34.08,18.82,1602861270,78.01,29,0,8.05
531,keffi,NG,8.85,7.87,1602861165,84.2,74,40,6.93
532,honningsvag,NO,70.98,25.97,1602861270,35.6,74,75,4.7
533,muros,ES,42.78,-9.06,1602861271,64,65,85,7
534,marsh harbour,BS,26.54,-77.06,1602861271,82.92,77,100,10.49
535,karpogory,RU,64,44.45,1602860971,32.72,96,100,5.01
536,kangaatsiaq,GL,68.31,-53.46,1602861271,40.91,83,100,14.94
537,fort-shevchenko,KZ,44.51,50.26,1602861271,61.27,66,0,11.5
538,bambanglipuro,ID,-7.95,110.28,1602861271,77.41,84,42,5.08
539,port augusta,AU,-32.5,137.77,1602861271,61,93,90,10.29
540,san quintin,MX,30.48,-115.95,1602861272,74.66,51,10,6.6
541,cienaga de oro,CO,8.87,-75.62,1602861272,84.92,76,15,4.32
542,kutum,SD,14.2,24.67,1602861272,89.58,12,0,6.13
543,bajil,YE,15.06,43.29,1602861272,89.19,54,6,9.13
544,rantauprapat,ID,2.1,99.83,1602861272,75.36,89,100,2.35
545,novoagansk,RU,61.94,76.66,1602861272,38.59,94,100,13.04
546,magistralnyy,RU,56.17,107.45,1602861272,25.2,93,99,4.12
547,koumac,NC,-20.57,164.28,1602861005,70.25,83,22,4.92
548,port blair,IN,11.67,92.75,1602860981,80.83,81,32,9.73
549,sisimiut,GL,66.94,-53.67,1602861273,42.1,80,100,17.22
550,imbituba,BR,-28.24,-48.67,1602861273,71.6,64,40,11.41
551,aguilas,ES,37.41,-1.58,1602861274,75.2,23,0,2.24
552,nortelandia,BR,-14.45,-56.8,1602861274,98.13,32,95,4.61
553,santa cruz del sur,CU,20.71,-78,1602861002,85.32,71,96,10.16
554,pak phanang,TH,8.35,100.2,1602861274,80.28,78,100,8.84
555,tommot,RU,58.96,126.29,1602861274,33.87,92,100,13.33
556,barra do garcas,BR,-15.89,-52.26,1602861274,100.72,30,64,3.62
557,payson,US,40.04,-111.73,1602861274,30.2,80,1,1.95
558,salalah,OM,17.02,54.09,1602861274,82.4,74,0,3.36
559,mehamn,NO,71.04,27.85,1602861275,35.6,74,75,4.7
560,kongoussi,BF,13.33,-1.53,1602861275,99.82,19,42,8.23
561,ixtapa,MX,20.7,-105.2,1602861275,84.99,94,90,4.7
562,la rioja,ES,42.25,-2.5,1602861275,57.2,54,40,11.41
563,dabat,ET,12.98,37.77,1602861275,56.91,85,15,3.02
